海岸 |かいがん |[1] coast; beach [2] Kaigan |3232
会議 |かいぎ |meeting; conference; session; assembly; council; convention; congress |2572
会議室 |かいぎしつ |conference room; council room |N/A
会場 |かいじょう |assembly hall; meeting place; venue; site; grounds |1515
会話 |かいわ |conversation; talk; chat |1206
帰り |かえり |return; coming back |1493
変える |かえる |[1] to change; to alter; to transform; to convert; to turn; to vary [2] to reform; to revise; to amend |467
科学 |かがく |[1] science [2] to think about scientifically; to think in terms of science |2877
鏡 |かがみ |[1] mirror; looking-glass [2] barrel head [3] page added at the beginning of a document mentioning its purpose, date, author, etc. |2493
飾る |かざる |[1] to decorate; to ornament; to adorn [2] to display; to exhibit; to put on show; to arrange [3] to mark (e.g. the day with a victory); to adorn (e.g. the front page); to grace (e.g. the cover) |1585
火事 |かじ |fire; conflagration |4498
固い |かたい |[1] hard; solid; tough [2] stiff; tight; wooden; unpolished (e.g. writing) [3] strong; firm (not viscous or easily moved) |1214
硬い |かたい |[1] hard; solid; tough [2] stiff; tight; wooden; unpolished (e.g. writing) [3] strong; firm (not viscous or easily moved) |N/A
形 |かたち |[1] form; shape; figure [2] visage |205
片付ける |かたづける |[1] to put in order; to tidy up; to clean up; to put away; to clear away [2] to settle (a matter); to solve; to deal with; to dispose of [3] to finish; to get through; to complete; to get (something) done |3320
課長 |かちょう |section manager; section chief |N/A
勝つ |かつ |to win; to gain victory |1096
家内 |かない |[1] (my) wife [2] inside the home; one's family |3450
悲しい |かなしい |[1] sad; miserable; unhappy; sorrowful [2] sad; lamentable; deplorable; grievous |752
必ず |かならず |always; without exception; necessarily; certainly; without fail; positively; invariably |391
彼女 |かのじょ |[1] she; her [2] girlfriend |244
壁 |かべ |[1] wall; partition [2] barrier; obstacle; hindrance; difficulty [3] Chinese "Wall" constellation (one of the 28 mansions) |1071
髪 |かみ |hair (on the head) |1615
噛む |かむ |[1] to bite [2] to chew; to gnaw; to masticate [3] to fumble one's words (esp. during a play, broadcast, etc.); to falter with one's words; to stutter; to stammer |2484
通う |かよう |[1] to go to and from (a place); to go back and forth between; to run between (e.g. bus, train, etc.); to ply between [2] to go to (school, work, etc.); to attend; to commute; to frequent [3] to circulate (e.g. blood, electricity); to be communicated (e.g. thought) |627
彼 |かれ |[1] he; him [2] boyfriend |158
乾く |かわく |to get dry |2767
代わり |かわり |[1] substitute; replacement; substituting; replacing [2] stand-in; proxy; alternate; deputy; relief; successor [3] compensation; exchange; return |1136
変わる |かわる |[1] to change; to be transformed; to be altered; to vary [2] to move to [3] to be different; to be uncommon; to be unusual |235
