愛 |あい |[1] love; affection; care [2] attachment; craving; desire [3] agape |1357
愛情 |あいじょう |love; affection |2227
|アイスクリーム |ice cream; icecream |N/A
愛する |あいする |to love |1165
合図 |あいず |sign; signal; cue |4589
相手 |あいて |[1] companion; partner; company [2] other party; addressee; counterparty [3] opponent (sports, etc.) |315
生憎 |あいにく |unfortunately; sorry, but ... |N/A
|アイロン |[1] iron (for pressing clothes) [2] hair iron; hair tong; curling tong |N/A
ＯＵＴ (ＯＵＴ) |アウト |[1] out (of a ball; in tennis, etc.); outside the line [2] out; putout [3] outer; external; outside |N/A
明かり |あかり |[1] light; glow; gleam [2] (a) light; lights; lamp [3] proof (of innocence) |2295
空き |あき |[1] space; room; gap; emptiness [2] vacancy; opening; empty seat [3] free time; time to spare |N/A
明らか |あきらか |[1] clear; obvious; evident; plain; definite [2] bright; light |743
諦める |あきらめる |to give up; to abandon (hope, plans); to resign oneself (to) |1653
飽きる |あきる |[1] to get tired of; to tire of; to lose interest in; to grow weary of; to get fed up with; to get sick of; to become bored with [2] to become sated; to become satiated; to have one's fill |2540
握手 |あくしゅ |[1] handshake [2] reconciliation; joining hands; cooperation |N/A
悪魔 |あくま |[1] devil; demon; fiend [2] Satan; the Devil [3] Māra; evil spirits or forces that hinder one's path to enlightenment |4982
預ける |あずける |[1] to leave (in someone's keeping); to put (in someone's care); to place (in someone's custody); to entrust (someone) with; to deposit [2] to put (someone) in charge of; to leave (a matter) in someone's hands; to let (someone) decide [3] to lean on; to put one's weight on |2626
汗 |あせ |[1] sweat; perspiration [2] moisture; condensation [3] gulp; oops |1382
値 |あたい |[1] price; cost [2] value; worth; merit [3] value |2824
与える |あたえる |[1] to give (esp. to someone of lower status); to bestow; to grant; to confer; to present; to award [2] to provide; to afford; to offer; to supply [3] to assign |416
辺り |あたり |[1] (in the) neighbourhood; neighborhood; vicinity; nearby; surroundings [2] around; about; or thereabouts [3] for instance; say; such as |778
当たる |あたる |[10] to be stricken (by food poisoning, heat, etc.); to be afflicted [11] to be called on (e.g. by a teacher) [12] to treat (esp. harshly); to lash out at |487
彼方此方 |あちこち |[1] here and there; various places; all around; all over; everywhere; throughout [2] muddled; confused; in the wrong order; back to front |2310
扱う |あつかう |[1] to deal with (a person); to treat; to handle; to take care of; to entertain [2] to deal with (a problem); to handle; to manage [3] to operate (e.g. a machine); to handle; to work |1028
集まり |あつまり |gathering; meeting; assembly; collection; attendance |4767
当てる |あてる |[1] to hit [2] to expose [3] to apply (e.g. patch); to put on; to put against; to hold on; to hold against |1192
跡 |あと |[1] trace; tracks; mark; sign [2] site; remains; ruins [3] scar |2962
穴 |あな |[10] hiding place; hideout [1] hole; opening; orifice; perforation [2] pit; hollow; cavity; hole (e.g. in the ground) |1224
油 |あぶら |oil |1923
誤り |あやまり |error; mistake; slip; bug |N/A
粗い |あらい |coarse; rough |N/A
嵐 |あらし |[1] storm; tempest [2] uproar; hullabaloo; storm (e.g. of protest); winds (e.g. of change) [3] pile of 3 cards of the same value in oicho-kabu |4039
新た |あらた |new; fresh; novel |875
凡ゆる |あらゆる |all; every |1331
表わす |あらわす |[1] to represent; to signify; to stand for [2] to reveal; to show; to display [3] to express |1003
表す |あらわす |[1] to represent; to signify; to stand for [2] to reveal; to show; to display [3] to express |N/A
現れ |あらわれ |embodiment; manifestation; materialization; materialisation; expression; indication |N/A
現れる |あらわれる |[1] to appear; to come in sight; to become visible; to come out; to embody; to materialize; to materialise [2] to be expressed (e.g. emotions); to become apparent (e.g. trends, effects) |737
有難う |ありがとう |thank you; thanks |1084
或る |ある |a certain ...; some ... |N/A
或いは |あるいは |[1] or; either ... or [2] maybe; perhaps; possibly [3] some ... and others ...; sometimes ... and at other times ... |237
|アルバム |album |2429
泡 |あわ |bubble; foam; froth; suds; lather; head (on beer) |4519
合わせる |あわせる |[1] to match (rhythm, speed, etc.) [2] to join together; to unite; to combine; to add up [3] to face; to be opposite (someone) |519
哀れ |あわれ |[1] pity; sorrow; grief; misery; compassion; pathos [2] pitiable; pitiful; pathetic; miserable [3] alack; alas |N/A
案 |あん |[1] idea; plan; proposal; suggestion; (government) bill [2] draft; rough copy [3] expectation |4309
暗記 |あんき |memorization; memorisation; learning by heart |N/A
安定 |あんてい |[1] stability; steadiness; consistency; equilibrium; balance; composure [2] stable |1538
案内 |あんない |[1] guidance; leading (the way); showing around [2] information; notice; notification [3] announcement (of a visitor's arrival); informing (someone) of a visitor's arrival |2397
|あんなに |to that extent; to that degree; so much; so |N/A
胃 |い |[1] stomach [2] Chinese "stomach" constellation (one of the 28 mansions) |2680
委員 |いいん |committee member |2503
意外 |いがい |unexpected; surprising |1034
息 |いき |[1] breath; breathing [2] concord; harmony; rapport [3] steam (coming off hot food, tea, etc.); (water) vapor; vapour |1322
行き |いき |[1] the way there; outbound leg; outbound trip; departing leg [2] bound for ... [3] outbound ticket |N/A
勢い |いきおい |[1] force; vigor; vigour; energy; spirit; life [2] influence; authority; power; might [3] impetus; momentum; course (of events) |1762
生き物 |いきもの |living thing; living creature; animal; life |2816
|いけない |[1] bad; wrong; naughty [2] must not (do, be); should not; ought not to [3] useless; no good; bad |N/A
医師 |いし |doctor; physician |1858
意志 |いし |will; volition; intention; intent; determination |2316
意思 |いし |intention; wish; purpose; mind (to do) |2888
意識 |いしき |[1] consciousness [2] becoming aware (of); awareness; sense [3] mano-vijnana (mental consciousness, cognizer of sensory information) |730
維持 |いじ |maintenance; preservation; improvement |1512
異常 |いじょう |abnormal; unusual; extraordinary; remarkable; uncommon |1931
泉 |いずみ |spring; fountain |N/A
何れ |いずれ |[1] which; where; who [2] all; both [3] anyway; anyhow; at any rate; in any case |616
以前 |いぜん |[1] before; prior to; ago [2] the past; before; previously; former times |620
板 |いた |[1] board; plank [2] sheet (of metal); plate (of glass); pane; slab [3] cutting board; chopping board |2705
悪戯 |いたずら |[1] mischief; prank; trick; practical joke [2] mischievous; naughty [3] pastime; hobby |4688
頂きます |いただきます |thank you (for the meal just served); I receive (this meal) |N/A
頂く |いただく |[1] to receive; to get; to accept; to take; to buy [2] to eat; to drink [3] to be crowned with; to wear (on one's head); to have (on top) |537
痛み |いたみ |[1] pain; ache; soreness; grief; distress [2] damage; injury; wear; bruise; break |1294
至る |いたる |[1] to arrive at (e.g. a decision); to reach (a stage); to attain [2] to lead to (a place); to get to [3] in the extreme case of |878
偉大 |いだい |great; grand; magnificent; outstanding; mighty |3920
抱く |いだく |[1] to hold in one's arms (e.g. a baby); to embrace; to hug [2] to have (a thought or feeling); to hold; to harbour (suspicion, doubt, etc.); to harbor; to bear (a grudge, ill will, etc.); to entertain (hope, illusions, etc.); to cherish (e.g. an ambition) |1378
位置 |いち |[1] place; position; location [2] position; standing; status; situation |913
市 |いち |market; fair |N/A
一時 |いちじ |[1] one o'clock [2] once; at one time; formerly; before [3] for a time; for a while; for the time being; for the moment; temporarily |1247
一度に |いちどに |all at once |N/A
市場 |いちば |(town) market; (street) market; marketplace |2014
一家 |いっか |[1] a family; a household; a home; one's family; whole family [2] (one's own) style; school [3] gang; (yakuza) family |4328
一種 |いっしゅ |[1] a kind; a sort; a variety; a species [2] of sorts; something of a; a sort of [3] sort of; somewhat |1951
一瞬 |いっしゅん |instant; moment; for an instant |1645
一生 |いっしょう |[1] whole life; a lifetime; all through life; one existence; a generation; an age; the whole world; the era [2] (the only, the greatest, etc.) of one's life |1595
一層 |いっそう |[1] even more; still more; all the more; more than ever [2] one layer [3] lowest floor (of a building) |1576
一体 |いったい |[1] (what) the heck; (why) in the world; (who) on earth [2] one object; one body; unity [3] one form; one style |705
一致 |いっち |[1] agreement; accord; correspondence; consistency; coincidence; match [2] union; unity; cooperation [3] Icchi |2605
一般 |いっぱん |[1] general; universal [2] ordinary; average; common; non-celebrity [3] the same; no different; (just) as if |946
一方 |いっぽう |[1] one (esp. of two); the other; one way; the other way; one direction; the other direction; one side; the other side; one party; the other party [2] on the one hand; on the other hand [3] whereas; although; but at the same time; meanwhile; in turn |558
何時か |いつか |sometime; someday; one day; some time or other; the other day; in due course; in time |3619
何時でも |いつでも |[1] always; all the time; at all times [2] (at) any time; whenever (you like) |N/A
何時までも |いつまでも |forever; eternally; for good; as long as one likes; indefinitely; endlessly; for a long time |N/A
従兄弟 |いとこ |cousin (male) |4129
移動 |いどう |[1] movement; transfer; migration; removal; travel [2] mobile; moving; traveling; travelling; roving |1119
稲 |いね |rice plant (Oryza sativa) |N/A
居眠り |いねむり |nodding off (while sitting); dozing |N/A
命 |いのち |[1] life; life force [2] lifetime; lifespan [3] most important thing; foundation; core |901
違反 |いはん |violation; offense; offence; breach; transgression; infringement; contravention |2914
衣服 |いふく |clothes |N/A
居間 |いま |living room (Western style); sitting room |4947
今に |いまに |before long; even now |N/A
今にも |いまにも |at any moment (now); at any minute; on the verge of (doing); just about to |N/A
